Time (s),Frequency (Hz)
7.129999999999892,46900.0
7.139999999999892,46900.0
7.149999999999892,46900.0
7.159999999999892,46900.0
7.169999999999892,46900.0
7.179999999999891,46900.0
7.189999999999891,46900.0
7.199999999999891,46900.0
7.209999999999891,46900.0
7.2199999999998905,46900.0
7.22999999999989,46900.0
7.23999999999989,46900.0
7.24999999999989,46900.0
7.25999999999989,46900.0
7.269999999999889,46900.0
7.279999999999889,46900.0
7.289999999999889,46900.0
7.299999999999889,47000.0
7.309999999999889,46900.0
7.319999999999888,46900.0
7.329999999999888,46900.0
7.339999999999888,46900.0
7.349999999999888,46900.0
7.3599999999998875,46900.0
7.369999999999887,46900.0
7.379999999999887,46900.0
7.389999999999887,46900.0
7.399999999999887,46900.0
7.4099999999998865,46900.0
7.419999999999886,46900.0
7.429999999999886,46900.0
7.439999999999886,46900.0
7.449999999999886,46900.0
7.459999999999885,46900.0
7.469999999999885,46900.0
7.479999999999885,46900.0
7.489999999999885,47000.0
7.4999999999998845,46900.0
7.509999999999884,46900.0
7.519999999999884,46900.0
7.529999999999884,46900.0
7.539999999999884,46900.0
7.5499999999998835,46900.0
7.559999999999883,46900.0
7.569999999999883,46900.0
7.579999999999883,46900.0
7.589999999999883,46900.0
7.599999999999882,46900.0
7.609999999999882,46900.0
7.619999999999882,46900.0
7.629999999999882,46900.0
7.6399999999998816,46900.0
7.649999999999881,46900.0
7.659999999999881,46900.0
7.669999999999881,47000.0
7.679999999999881,46800.0
7.6899999999998805,47000.0
7.69999999999988,46900.0
7.70999999999988,46900.0
7.71999999999988,46900.0
7.72999999999988,46900.0
7.739999999999879,46900.0
7.749999999999879,46900.0
7.759999999999879,46900.0
7.769999999999879,46900.0
7.779999999999879,46900.0
7.789999999999878,46900.0
7.799999999999878,46900.0
7.809999999999878,46900.0
7.819999999999878,46900.0
7.8299999999998775,46900.0
7.839999999999877,46900.0
7.849999999999877,46900.0
7.859999999999877,46900.0
7.869999999999877,46900.0
7.879999999999876,46900.0
7.889999999999876,47000.0
7.899999999999876,46900.0
7.909999999999876,46900.0
7.919999999999876,46900.0
7.929999999999875,46900.0
7.939999999999875,46900.0
7.949999999999875,46900.0
7.959999999999875,46900.0
7.9699999999998745,46900.0
7.979999999999874,46900.0
7.989999999999874,46900.0
7.999999999999874,46900.0
8.009999999999874,46900.0
8.019999999999873,46900.0
8.029999999999873,47000.0
8.039999999999873,46900.0
8.049999999999873,46900.0
8.059999999999873,46900.0
8.069999999999872,46900.0
8.079999999999872,47000.0
8.089999999999872,46900.0
8.099999999999872,46900.0
8.109999999999872,46900.0
8.119999999999871,46900.0
8.129999999999871,46900.0
8.139999999999871,46900.0
8.14999999999987,46900.0
8.15999999999987,46900.0
8.16999999999987,46900.0
8.17999999999987,46900.0
8.18999999999987,46900.0
8.19999999999987,46900.0
8.20999999999987,46900.0
8.21999999999987,46900.0
8.229999999999869,46900.0
8.239999999999869,46900.0
8.249999999999869,46900.0
8.259999999999868,46900.0
8.269999999999868,46900.0
8.279999999999868,46900.0
8.289999999999868,47000.0
8.299999999999867,46900.0
8.309999999999867,46900.0
8.319999999999867,46900.0
8.329999999999867,46900.0
8.339999999999867,46900.0
8.349999999999866,46900.0
8.359999999999866,46900.0
8.369999999999866,46900.0
8.379999999999866,46900.0
8.389999999999866,46900.0
8.399999999999865,46900.0
8.409999999999865,46900.0
8.419999999999865,46900.0
8.429999999999865,46900.0
8.439999999999864,46900.0
8.449999999999864,46900.0
8.459999999999864,46900.0
8.469999999999864,46900.0
8.479999999999864,47000.0
8.489999999999863,46900.0
8.499999999999863,46900.0
8.509999999999863,46900.0
8.519999999999863,46900.0
8.529999999999863,46900.0
8.539999999999862,46900.0
8.549999999999862,46900.0
8.559999999999862,46900.0
8.569999999999862,46900.0
8.579999999999862,46900.0
8.589999999999861,46900.0
8.599999999999861,46900.0
8.60999999999986,46900.0
8.61999999999986,46900.0
8.62999999999986,46900.0
8.63999999999986,46900.0
8.64999999999986,46900.0
8.65999999999986,46900.0
8.66999999999986,46900.0
8.67999999999986,46900.0
8.68999999999986,47000.0
8.699999999999859,46900.0
8.709999999999859,46900.0
8.719999999999859,46900.0
8.729999999999858,46900.0
8.739999999999858,46900.0
8.749999999999858,46900.0
8.759999999999858,46900.0
8.769999999999857,46900.0
8.779999999999857,46900.0
8.789999999999857,46900.0
8.799999999999857,46900.0
8.809999999999857,46900.0
8.819999999999856,46900.0
8.829999999999856,46900.0
8.839999999999856,46900.0
8.849999999999856,46900.0
8.859999999999856,46900.0
8.869999999999855,46900.0
8.879999999999855,46900.0
8.889999999999855,46900.0
8.899999999999855,47000.0
8.909999999999854,46900.0
8.919999999999854,46900.0
8.929999999999854,46900.0
8.939999999999854,46900.0
8.949999999999854,46900.0
8.959999999999853,46900.0
8.969999999999853,46900.0
8.979999999999853,46900.0
8.989999999999853,46900.0
8.999999999999853,46900.0
9.009999999999852,46900.0
9.019999999999852,46900.0
9.029999999999852,46900.0
9.039999999999852,46900.0
9.049999999999851,46900.0
9.059999999999851,46900.0
9.069999999999851,46900.0
9.07999999999985,46900.0
9.08999999999985,46900.0
9.09999999999985,46900.0
9.10999999999985,47000.0
9.11999999999985,46900.0
9.12999999999985,46900.0
9.13999999999985,46900.0
9.14999999999985,46900.0
9.15999999999985,46900.0
9.169999999999849,46900.0
9.179999999999849,46900.0
9.189999999999849,46900.0
9.199999999999848,46900.0
9.209999999999848,46900.0
9.219999999999848,46900.0
9.229999999999848,46900.0
9.239999999999847,46900.0
9.249999999999847,46900.0
9.259999999999847,46900.0
9.269999999999847,46900.0
9.279999999999847,46900.0
9.289999999999846,46900.0
9.299999999999846,46900.0
9.309999999999846,46900.0
9.319999999999846,47000.0
9.329999999999846,46900.0
9.339999999999845,46900.0
9.349999999999845,46900.0
9.359999999999845,46900.0
9.369999999999845,46900.0
9.379999999999844,46900.0
9.389999999999844,46900.0
9.399999999999844,46900.0
9.409999999999844,46900.0
9.419999999999844,46900.0
9.429999999999843,46900.0
9.439999999999843,46900.0
9.449999999999843,46900.0
9.459999999999843,46900.0
9.469999999999843,46900.0
9.479999999999842,46900.0
9.489999999999842,46900.0
9.499999999999842,46900.0
9.509999999999842,46900.0
9.519999999999841,46900.0
9.529999999999841,47000.0
9.539999999999841,46900.0
9.54999999999984,46900.0
9.55999999999984,46900.0
9.56999999999984,46900.0
9.57999999999984,46900.0
9.58999999999984,46900.0
